UTIL. GPU,FRÉQ. PROC. GPU,FRÉQ. MÉM. GPU,TEMP. GPU,CONSOM. GPU,UTIL. VRAM GPU,UTIL. CPU,UTIL. RAM
0,400,400,38,3,25,9.14,7.49
0,400,400,38,2,29,19.40,7.55
5,400,400,37,2,29,11.99,7.55
0,400,400,38,2,29,17.83,7.56
0,400,400,37,1,22,11.63,7.55
7,400,400,37,1,22,6.43,7.55
0,400,400,37,2,22,5.69,7.55
0,400,400,37,2,22,6.04,7.55
0,400,400,38,1,22,3.84,7.55
0,400,400,37,1,22,3.31,7.55
0,400,400,38,2,22,7.64,7.55
0,400,400,37,2,22,4.16,7.55
0,400,400,38,1,22,3.20,7.55
