UTIL. GPU,FRÉQ. PROC. GPU,FRÉQ. MÉM. GPU,TEMP. GPU,CONSOM. GPU,UTIL. VRAM GPU,UTIL. CPU,UTIL. RAM
0,400,400,37,2,24,4.47,7.56
1,400,400,37,2,25,11.33,7.56
0,400,400,37,1,25,5.28,7.56
0,400,400,38,1,25,5.63,7.56
13,400,400,38,2,25,2.69,7.56
0,400,400,38,1,25,5.64,7.56
0,400,400,38,2,25,4.30,7.56
0,400,400,37,1,25,3.94,7.56
0,400,400,38,2,25,11.90,7.59
